site,sortVar,variable,value,cellID
Foy,-6109.76,Craticula cuspidata v. ambigua,0,1
Foy,-6103.28,Craticula cuspidata v. ambigua,0,1
Foy,-6096.79,Craticula cuspidata v. ambigua,0,1
Foy,-6090.3,Craticula cuspidata v. ambigua,0,1
Foy,-6083.8,Craticula cuspidata v. ambigua,0,1
Foy,-6077.3,Craticula cuspidata v. ambigua,0,1
Foy,-6070.79,Craticula cuspidata v. ambigua,0,1
Foy,-6064.26,Craticula cuspidata v. ambigua,0,1
Foy,-6057.74,Craticula cuspidata v. ambigua,0,1
Foy,-6051.2,Craticula cuspidata v. ambigua,0,1
Foy,-6044.65,Craticula cuspidata v. ambigua,0,1
Foy,-6038.1,Craticula cuspidata v. ambigua,0,1
Foy,-6031.53,Craticula cuspidata v. ambigua,0,1
Foy,-6024.96,Craticula cuspidata v. ambigua,0,1
Foy,-6018.38,Craticula cuspidata v. ambigua,0,1
Foy,-6008.48,Craticula cuspidata v. ambigua,0,1
Foy,-5998.56,Craticula cuspidata v. ambigua,0,1
Foy,-5991.94,Craticula cuspidata v. ambigua,0,1
Foy,-5985.3,Craticula cuspidata v. ambigua,0,1
Foy,-5978.65,Craticula cuspidata v. ambigua,0,1
Foy,-5971.99,Craticula cuspidata v. ambigua,0,1
Foy,-5965.32,Craticula cuspidata v. ambigua,0,1
Foy,-5958.63,Craticula cuspidata v. ambigua,0,1
Foy,-5951.93,Craticula cuspidata v. ambigua,0,1
Foy,-5945.22,Craticula cuspidata v. ambigua,0,1
Foy,-5938.5,Craticula cuspidata v. ambigua,0,1
Foy,-5931.76,Craticula cuspidata v. ambigua,0,1
Foy,-5925.01,Craticula cuspidata v. ambigua,0,1
Foy,-5918.24,Craticula cuspidata v. ambigua,0,1
Foy,-5911.45,Craticula cuspidata v. ambigua,0,1
Foy,-5904.66,Craticula cuspidata v. ambigua,0,1
Foy,-5897.84,Craticula cuspidata v. ambigua,0,1
Foy,-5891.02,Craticula cuspidata v. ambigua,0,1
Foy,-5884.17,Craticula cuspidata v. ambigua,0,1
Foy,-5877.31,Craticula cuspidata v. ambigua,0,1
Foy,-5870.43,Craticula cuspidata v. ambigua,0,1
Foy,-5863.53,Craticula cuspidata v. ambigua,0,1
Foy,-5856.62,Craticula cuspidata v. ambigua,0,1
Foy,-5849.69,Craticula cuspidata v. ambigua,0,1
Foy,-5842.74,Craticula cuspidata v. ambigua,0,1
Foy,-5835.77,Craticula cuspidata v. ambigua,0,1
Foy,-5828.78,Craticula cuspidata v. ambigua,0,1
Foy,-5821.77,Craticula cuspidata v. ambigua,0,1
Foy,-5814.75,Craticula cuspidata v. ambigua,0,1
Foy,-5807.7,Craticula cuspidata v. ambigua,0,1
Foy,-5800.63,Craticula cuspidata v. ambigua,0,1
Foy,-5793.54,Craticula cuspidata v. ambigua,0,1
Foy,-5786.43,Craticula cuspidata v. ambigua,0,1
Foy,-5779.3,Craticula cuspidata v. ambigua,0,1
Foy,-5772.15,Craticula cuspidata v. ambigua,0,1
Foy,-5764.97,Craticula cuspidata v. ambigua,0,1
Foy,-5757.77,Craticula cuspidata v. ambigua,0,1
Foy,-5746.93,Craticula cuspidata v. ambigua,0,1
Foy,-5736.04,Craticula cuspidata v. ambigua,0,1
Foy,-5728.74,Craticula cuspidata v. ambigua,0,1
Foy,-5721.42,Craticula cuspidata v. ambigua,0,1
Foy,-5714.08,Craticula cuspidata v. ambigua,0,1
Foy,-5706.71,Craticula cuspidata v. ambigua,0,1
Foy,-5699.31,Craticula cuspidata v. ambigua,0,1
Foy,-5691.89,Craticula cuspidata v. ambigua,0,1
Foy,-5684.44,Craticula cuspidata v. ambigua,0,1
Foy,-5676.96,Craticula cuspidata v. ambigua,0,1
Foy,-5669.46,Craticula cuspidata v. ambigua,0,1
Foy,-5661.92,Craticula cuspidata v. ambigua,0,1
Foy,-5654.36,Craticula cuspidata v. ambigua,0,1
Foy,-5646.77,Craticula cuspidata v. ambigua,0,1
Foy,-5639.15,Craticula cuspidata v. ambigua,0,1
Foy,-5635.33,Craticula cuspidata v. ambigua,0,1
Foy,-5631.5,Craticula cuspidata v. ambigua,0,1
Foy,-5627.66,Craticula cuspidata v. ambigua,0,1
Foy,-5616.11,Craticula cuspidata v. ambigua,0,1
Foy,-5608.37,Craticula cuspidata v. ambigua,0,1
Foy,-5600.59,Craticula cuspidata v. ambigua,0,1
Foy,-5592.78,Craticula cuspidata v. ambigua,0,1
Foy,-5584.94,Craticula cuspidata v. ambigua,0,1
Foy,-5577.07,Craticula cuspidata v. ambigua,0,1
Foy,-5569.17,Craticula cuspidata v. ambigua,0,1
Foy,-5561.23,Craticula cuspidata v. ambigua,0,1
Foy,-5553.25,Craticula cuspidata v. ambigua,0,1
Foy,-5545.24,Craticula cuspidata v. ambigua,0,1
Foy,-5537.2,Craticula cuspidata v. ambigua,0,1
Foy,-5529.11,Craticula cuspidata v. ambigua,0,1
Foy,-5521,Craticula cuspidata v. ambigua,0,1
Foy,-5512.84,Craticula cuspidata v. ambigua,0,1
Foy,-5504.65,Craticula cuspidata v. ambigua,0,1
Foy,-5496.42,Craticula cuspidata v. ambigua,0,1
Foy,-5488.15,Craticula cuspidata v. ambigua,0,1
Foy,-5479.84,Craticula cuspidata v. ambigua,0,1
Foy,-5471.5,Craticula cuspidata v. ambigua,0,1
Foy,-5463.11,Craticula cuspidata v. ambigua,0,1
Foy,-5454.68,Craticula cuspidata v. ambigua,0,1
Foy,-5446.22,Craticula cuspidata v. ambigua,0,1
Foy,-5437.71,Craticula cuspidata v. ambigua,0,1
Foy,-5429.16,Craticula cuspidata v. ambigua,0,1
Foy,-5424.86,Craticula cuspidata v. ambigua,0,1
Foy,-5420.56,Craticula cuspidata v. ambigua,0,1
Foy,-5411.93,Craticula cuspidata v. ambigua,0,1
Foy,-5407.59,Craticula cuspidata v. ambigua,0,1
Foy,-5403.24,Craticula cuspidata v. ambigua,0,1
Foy,-5394.52,Craticula cuspidata v. ambigua,0,1
Foy,-5385.75,Craticula cuspidata v. ambigua,0,1
Foy,-5372.51,Craticula cuspidata v. ambigua,0,1
Foy,-5359.17,Craticula cuspidata v. ambigua,0,1
Foy,-5354.7,Craticula cuspidata v. ambigua,0,1
Foy,-5341.22,Craticula cuspidata v. ambigua,0,1
Foy,-5332.17,Craticula cuspidata v. ambigua,0,1
Foy,-5318.51,Craticula cuspidata v. ambigua,0,1
Foy,-5304.74,Craticula cuspidata v. ambigua,0,1
Foy,-5295.49,Craticula cuspidata v. ambigua,0,1
Foy,-5286.2,Craticula cuspidata v. ambigua,0,1
Foy,-5276.85,Craticula cuspidata v. ambigua,0,1
Foy,-5262.73,Craticula cuspidata v. ambigua,0,1
Foy,-5248.5,Craticula cuspidata v. ambigua,0,1
Foy,-5238.94,Craticula cuspidata v. ambigua,0,1
Foy,-5229.33,Craticula cuspidata v. ambigua,0,1
Foy,-5219.66,Craticula cuspidata v. ambigua,0,1
Foy,-5209.94,Craticula cuspidata v. ambigua,0,1
Foy,-5200.16,Craticula cuspidata v. ambigua,0,1
Foy,-5190.33,Craticula cuspidata v. ambigua,0,1
Foy,-5180.44,Craticula cuspidata v. ambigua,0,1
Foy,-5170.49,Craticula cuspidata v. ambigua,0,1
Foy,-5160.48,Craticula cuspidata v. ambigua,0,1
Foy,-5150.41,Craticula cuspidata v. ambigua,0,1
Foy,-5140.29,Craticula cuspidata v. ambigua,0,1
Foy,-5130.1,Craticula cuspidata v. ambigua,0,1
Foy,-5119.86,Craticula cuspidata v. ambigua,0,1
Foy,-5109.55,Craticula cuspidata v. ambigua,0,1
Foy,-5099.18,Craticula cuspidata v. ambigua,0,1
Foy,-5088.74,Craticula cuspidata v. ambigua,0,1
Foy,-5078.25,Craticula cuspidata v. ambigua,0,1
Foy,-5067.69,Craticula cuspidata v. ambigua,0,1
Foy,-5057.06,Craticula cuspidata v. ambigua,0,1
Foy,-5046.37,Craticula cuspidata v. ambigua,0,1
Foy,-5035.62,Craticula cuspidata v. ambigua,0,1
Foy,-5024.79,Craticula cuspidata v. ambigua,0,1
Foy,-5013.9,Craticula cuspidata v. ambigua,0,1
Foy,-5002.95,Craticula cuspidata v. ambigua,0,1
Foy,-4991.92,Craticula cuspidata v. ambigua,0,1
Foy,-4980.82,Craticula cuspidata v. ambigua,0,1
Foy,-4969.66,Craticula cuspidata v. ambigua,0,1
Foy,-4958.42,Craticula cuspidata v. ambigua,0,1
Foy,-4947.11,Craticula cuspidata v. ambigua,0,1
Foy,-4935.73,Craticula cuspidata v. ambigua,0,1
Foy,-4924.28,Craticula cuspidata v. ambigua,0,1
Foy,-4912.75,Craticula cuspidata v. ambigua,0,1
Foy,-4901.15,Craticula cuspidata v. ambigua,0,1
Foy,-4889.48,Craticula cuspidata v. ambigua,0,1
Foy,-4877.73,Craticula cuspidata v. ambigua,0,1
Foy,-4865.9,Craticula cuspidata v. ambigua,0,1
Foy,-4854,Craticula cuspidata v. ambigua,0,1
Foy,-4842.02,Craticula cuspidata v. ambigua,0,1
Foy,-4829.96,Craticula cuspidata v. ambigua,0,1
Foy,-4817.82,Craticula cuspidata v. ambigua,0,1
Foy,-4805.6,Craticula cuspidata v. ambigua,0,1
Foy,-4793.3,Craticula cuspidata v. ambigua,0,1
Foy,-4780.92,Craticula cuspidata v. ambigua,0,1
Foy,-4768.46,Craticula cuspidata v. ambigua,0,1
Foy,-4755.92,Craticula cuspidata v. ambigua,0,1
Foy,-4743.29,Craticula cuspidata v. ambigua,0,1
Foy,-4730.57,Craticula cuspidata v. ambigua,0,1
Foy,-4717.78,Craticula cuspidata v. ambigua,0,1
Foy,-4704.89,Craticula cuspidata v. ambigua,0,1
Foy,-4691.92,Craticula cuspidata v. ambigua,0,1
Foy,-4678.87,Craticula cuspidata v. ambigua,0,1
Foy,-4665.72,Craticula cuspidata v. ambigua,0,1
Foy,-4652.49,Craticula cuspidata v. ambigua,0,1
Foy,-4639.16,Craticula cuspidata v. ambigua,0,1
Foy,-4625.75,Craticula cuspidata v. ambigua,0,1
Foy,-4612.25,Craticula cuspidata v. ambigua,0,1
Foy,-4598.65,Craticula cuspidata v. ambigua,0,1
Foy,-4584.96,Craticula cuspidata v. ambigua,0,1
Foy,-4571.18,Craticula cuspidata v. ambigua,0,1
Foy,-4557.3,Craticula cuspidata v. ambigua,0,1
Foy,-4543.33,Craticula cuspidata v. ambigua,0,1
Foy,-4529.26,Craticula cuspidata v. ambigua,0,1
Foy,-4522.19,Craticula cuspidata v. ambigua,0,1
Foy,-4515.09,Craticula cuspidata v. ambigua,0,1
Foy,-4500.83,Craticula cuspidata v. ambigua,0,1
Foy,-4486.47,Craticula cuspidata v. ambigua,0,1
Foy,-4472.01,Craticula cuspidata v. ambigua,0,1
Foy,-4457.45,Craticula cuspidata v. ambigua,0,1
Foy,-4442.79,Craticula cuspidata v. ambigua,0,1
Foy,-4428.03,Craticula cuspidata v. ambigua,0,1
Foy,-4413.16,Craticula cuspidata v. ambigua,0,1
Foy,-4398.19,Craticula cuspidata v. ambigua,0,1
Foy,-4383.12,Craticula cuspidata v. ambigua,0,1
Foy,-4367.94,Craticula cuspidata v. ambigua,0,1
Foy,-4352.66,Craticula cuspidata v. ambigua,0,1
Foy,-4337.27,Craticula cuspidata v. ambigua,0,1
Foy,-4321.77,Craticula cuspidata v. ambigua,0,1
Foy,-4306.16,Craticula cuspidata v. ambigua,0,1
Foy,-4290.45,Craticula cuspidata v. ambigua,0,1
Foy,-4274.62,Craticula cuspidata v. ambigua,0,1
Foy,-4258.68,Craticula cuspidata v. ambigua,0,1
Foy,-4242.63,Craticula cuspidata v. ambigua,0,1
Foy,-4226.47,Craticula cuspidata v. ambigua,0,1
Foy,-4210.2,Craticula cuspidata v. ambigua,0,1
Foy,-4193.81,Craticula cuspidata v. ambigua,0,1
Foy,-4177.3,Craticula cuspidata v. ambigua,0,1
Foy,-4160.68,Craticula cuspidata v. ambigua,0,1
Foy,-4143.94,Craticula cuspidata v. ambigua,0,1
Foy,-4127.08,Craticula cuspidata v. ambigua,0,1
Foy,-4110.1,Craticula cuspidata v. ambigua,0,1
Foy,-4093,Craticula cuspidata v. ambigua,0,1
Foy,-4075.78,Craticula cuspidata v. ambigua,0,1
Foy,-4058.44,Craticula cuspidata v. ambigua,0,1
Foy,-4040.98,Craticula cuspidata v. ambigua,0,1
Foy,-4023.39,Craticula cuspidata v. ambigua,0,1
Foy,-4005.68,Craticula cuspidata v. ambigua,0,1
Foy,-3987.84,Craticula cuspidata v. ambigua,0,1
Foy,-3969.88,Craticula cuspidata v. ambigua,0,1
Foy,-3951.78,Craticula cuspidata v. ambigua,0,1
Foy,-3933.56,Craticula cuspidata v. ambigua,0,1
Foy,-3924.4,Craticula cuspidata v. ambigua,0,1
Foy,-3915.21,Craticula cuspidata v. ambigua,0,1
Foy,-3905.99,Craticula cuspidata v. ambigua,0,1
Foy,-3896.73,Craticula cuspidata v. ambigua,0,1
Foy,-3878.12,Craticula cuspidata v. ambigua,0,1
Foy,-3859.37,Craticula cuspidata v. ambigua,0.005649718,1
Foy,-3840.5,Craticula cuspidata v. ambigua,0,1
Foy,-3821.48,Craticula cuspidata v. ambigua,0,1
Foy,-3802.33,Craticula cuspidata v. ambigua,0,1
Foy,-3783.05,Craticula cuspidata v. ambigua,0,1
Foy,-3763.63,Craticula cuspidata v. ambigua,0,1
Foy,-3744.07,Craticula cuspidata v. ambigua,0,1
Foy,-3724.37,Craticula cuspidata v. ambigua,0,1
Foy,-3704.53,Craticula cuspidata v. ambigua,0,1
Foy,-3684.54,Craticula cuspidata v. ambigua,0,1
Foy,-3664.42,Craticula cuspidata v. ambigua,0,1
Foy,-3644.15,Craticula cuspidata v. ambigua,0,1
Foy,-3623.74,Craticula cuspidata v. ambigua,0,1
Foy,-3603.18,Craticula cuspidata v. ambigua,0,1
Foy,-3582.48,Craticula cuspidata v. ambigua,0,1
Foy,-3551.14,Craticula cuspidata v. ambigua,0,1
Foy,-3519.47,Craticula cuspidata v. ambigua,0,1
Foy,-3498.17,Craticula cuspidata v. ambigua,0,1
Foy,-3476.72,Craticula cuspidata v. ambigua,0,1
Foy,-3455.11,Craticula cuspidata v. ambigua,0,1
Foy,-3433.35,Craticula cuspidata v. ambigua,0,1
Foy,-3411.44,Craticula cuspidata v. ambigua,0,1
Foy,-3389.37,Craticula cuspidata v. ambigua,0,1
Foy,-3367.14,Craticula cuspidata v. ambigua,0,1
Foy,-3344.75,Craticula cuspidata v. ambigua,0,1
Foy,-3322.21,Craticula cuspidata v. ambigua,0,1
Foy,-3299.5,Craticula cuspidata v. ambigua,0,1
Foy,-3288.09,Craticula cuspidata v. ambigua,0,1
Foy,-3276.63,Craticula cuspidata v. ambigua,0,1
Foy,-3253.6,Craticula cuspidata v. ambigua,0,1
Foy,-3230.41,Craticula cuspidata v. ambigua,0,1
Foy,-3207.05,Craticula cuspidata v. ambigua,0,1
Foy,-3183.52,Craticula cuspidata v. ambigua,0,1
Foy,-3159.83,Craticula cuspidata v. ambigua,0,1
Foy,-3135.97,Craticula cuspidata v. ambigua,0,1
Foy,-3123.97,Craticula cuspidata v. ambigua,0,1
Foy,-3111.94,Craticula cuspidata v. ambigua,0,1
Foy,-3087.74,Craticula cuspidata v. ambigua,0,1
Foy,-3063.37,Craticula cuspidata v. ambigua,0,1
Foy,-3038.82,Craticula cuspidata v. ambigua,0,1
Foy,-3014.1,Craticula cuspidata v. ambigua,0,1
Foy,-2989.21,Craticula cuspidata v. ambigua,0,1
Foy,-2964.14,Craticula cuspidata v. ambigua,0,1
Foy,-2938.89,Craticula cuspidata v. ambigua,0,1
Foy,-2913.46,Craticula cuspidata v. ambigua,0,1
Foy,-2887.86,Craticula cuspidata v. ambigua,0,1
Foy,-2862.07,Craticula cuspidata v. ambigua,0,1
Foy,-2836.1,Craticula cuspidata v. ambigua,0,1
Foy,-2809.95,Craticula cuspidata v. ambigua,0,1
Foy,-2783.61,Craticula cuspidata v. ambigua,0,1
Foy,-2757.09,Craticula cuspidata v. ambigua,0,1
Foy,-2730.38,Craticula cuspidata v. ambigua,0,1
Foy,-2703.48,Craticula cuspidata v. ambigua,0,1
Foy,-2676.39,Craticula cuspidata v. ambigua,0,1
Foy,-2649.12,Craticula cuspidata v. ambigua,0,1
Foy,-2635.4,Craticula cuspidata v. ambigua,0,1
Foy,-2621.65,Craticula cuspidata v. ambigua,0,1
Foy,-2593.98,Craticula cuspidata v. ambigua,0,1
Foy,-2566.13,Craticula cuspidata v. ambigua,0,1
Foy,-2538.07,Craticula cuspidata v. ambigua,0,1
Foy,-2509.83,Craticula cuspidata v. ambigua,0,1
Foy,-2481.38,Craticula cuspidata v. ambigua,0,1
Foy,-2452.73,Craticula cuspidata v. ambigua,0,1
Foy,-2423.89,Craticula cuspidata v. ambigua,0,1
Foy,-2394.84,Craticula cuspidata v. ambigua,0,1
Foy,-2365.59,Craticula cuspidata v. ambigua,0,1
Foy,-2336.13,Craticula cuspidata v. ambigua,0,1
Foy,-2306.47,Craticula cuspidata v. ambigua,0,1
Foy,-2291.56,Craticula cuspidata v. ambigua,0,1
Foy,-2276.6,Craticula cuspidata v. ambigua,0,1
Foy,-2246.53,Craticula cuspidata v. ambigua,0,1
Foy,-2173,Craticula cuspidata v. ambigua,0,1
Foy,-2165,Craticula cuspidata v. ambigua,0,1
Foy,-2160,Craticula cuspidata v. ambigua,0,1
Foy,-2155,Craticula cuspidata v. ambigua,0,1
Foy,-2150,Craticula cuspidata v. ambigua,0,1
Foy,-2144,Craticula cuspidata v. ambigua,0,1
Foy,-2136,Craticula cuspidata v. ambigua,0,1
Foy,-2129,Craticula cuspidata v. ambigua,0,1
Foy,-2124,Craticula cuspidata v. ambigua,0,1
Foy,-2119,Craticula cuspidata v. ambigua,0,1
Foy,-2114,Craticula cuspidata v. ambigua,0,1
Foy,-2109,Craticula cuspidata v. ambigua,0,1
Foy,-2104,Craticula cuspidata v. ambigua,0,1
Foy,-2098,Craticula cuspidata v. ambigua,0,1
Foy,-2089,Craticula cuspidata v. ambigua,0,1
Foy,-2081,Craticula cuspidata v. ambigua,0,1
Foy,-2072,Craticula cuspidata v. ambigua,0,1
Foy,-2062,Craticula cuspidata v. ambigua,0,1
Foy,-2055,Craticula cuspidata v. ambigua,0,1
Foy,-2047,Craticula cuspidata v. ambigua,0,1
Foy,-2041,Craticula cuspidata v. ambigua,0,1
Foy,-2037,Craticula cuspidata v. ambigua,0,1
Foy,-2031,Craticula cuspidata v. ambigua,0,1
Foy,-2023,Craticula cuspidata v. ambigua,0,1
Foy,-2015,Craticula cuspidata v. ambigua,0,1
Foy,-2004,Craticula cuspidata v. ambigua,0,1
Foy,-1993,Craticula cuspidata v. ambigua,0,1
Foy,-1985,Craticula cuspidata v. ambigua,0,1
Foy,-1977,Craticula cuspidata v. ambigua,0,1
Foy,-1970,Craticula cuspidata v. ambigua,0,1
Foy,-1965,Craticula cuspidata v. ambigua,0,1
Foy,-1960,Craticula cuspidata v. ambigua,0,1
Foy,-1955,Craticula cuspidata v. ambigua,0,1
Foy,-1950,Craticula cuspidata v. ambigua,0,1
Foy,-1944,Craticula cuspidata v. ambigua,0,1
Foy,-1937,Craticula cuspidata v. ambigua,0,1
Foy,-1931,Craticula cuspidata v. ambigua,0,1
Foy,-1925,Craticula cuspidata v. ambigua,0,1
Foy,-1919,Craticula cuspidata v. ambigua,0,1
Foy,-1915,Craticula cuspidata v. ambigua,0,1
Foy,-1910,Craticula cuspidata v. ambigua,0,1
Foy,-1903,Craticula cuspidata v. ambigua,0,1
Foy,-1897,Craticula cuspidata v. ambigua,0,1
Foy,-1892,Craticula cuspidata v. ambigua,0,1
Foy,-1886,Craticula cuspidata v. ambigua,0,1
Foy,-1880,Craticula cuspidata v. ambigua,0,1
Foy,-1874,Craticula cuspidata v. ambigua,0,1
Foy,-1866,Craticula cuspidata v. ambigua,0,1
Foy,-1860,Craticula cuspidata v. ambigua,0,1
Foy,-1853,Craticula cuspidata v. ambigua,0,1
Foy,-1846,Craticula cuspidata v. ambigua,0,1
Foy,-1839,Craticula cuspidata v. ambigua,0,1
Foy,-1831,Craticula cuspidata v. ambigua,0,1
Foy,-1824,Craticula cuspidata v. ambigua,0,1
Foy,-1817,Craticula cuspidata v. ambigua,0,1
Foy,-1811,Craticula cuspidata v. ambigua,0,1
Foy,-1806,Craticula cuspidata v. ambigua,0,1
Foy,-1800,Craticula cuspidata v. ambigua,0,1
Foy,-1793,Craticula cuspidata v. ambigua,0,1
Foy,-1790,Craticula cuspidata v. ambigua,0,1
Foy,-1783,Craticula cuspidata v. ambigua,0,1
Foy,-1775,Craticula cuspidata v. ambigua,0,1
Foy,-1767,Craticula cuspidata v. ambigua,0,1
Foy,-1759,Craticula cuspidata v. ambigua,0,1
Foy,-1750,Craticula cuspidata v. ambigua,0,1
Foy,-1743,Craticula cuspidata v. ambigua,0,1
Foy,-1734,Craticula cuspidata v. ambigua,0,1
Foy,-1725,Craticula cuspidata v. ambigua,0,1
Foy,-1720,Craticula cuspidata v. ambigua,0,1
Foy,-1715,Craticula cuspidata v. ambigua,0,1
Foy,-1709,Craticula cuspidata v. ambigua,0,1
Foy,-1703,Craticula cuspidata v. ambigua,0,1
Foy,-1694,Craticula cuspidata v. ambigua,0,1
Foy,-1689,Craticula cuspidata v. ambigua,0,1
Foy,-1682,Craticula cuspidata v. ambigua,0,1
Foy,-1676,Craticula cuspidata v. ambigua,0,1
Foy,-1671,Craticula cuspidata v. ambigua,0,1
Foy,-1664,Craticula cuspidata v. ambigua,0,1
Foy,-1657,Craticula cuspidata v. ambigua,0,1
Foy,-1650,Craticula cuspidata v. ambigua,0,1
Foy,-1644,Craticula cuspidata v. ambigua,0,1
Foy,-1636,Craticula cuspidata v. ambigua,0,1
Foy,-1632,Craticula cuspidata v. ambigua,0,1
Foy,-1626,Craticula cuspidata v. ambigua,0,1
Foy,-1618,Craticula cuspidata v. ambigua,0,1
Foy,-1610,Craticula cuspidata v. ambigua,0,1
Foy,-1602,Craticula cuspidata v. ambigua,0,1
Foy,-1595,Craticula cuspidata v. ambigua,0,1
Foy,-1590,Craticula cuspidata v. ambigua,0,1
Foy,-1583,Craticula cuspidata v. ambigua,0,1
Foy,-1575,Craticula cuspidata v. ambigua,0,1
Foy,-1566,Craticula cuspidata v. ambigua,0,1
Foy,-1554,Craticula cuspidata v. ambigua,0,1
Foy,-1543,Craticula cuspidata v. ambigua,0,1
Foy,-1526,Craticula cuspidata v. ambigua,0,1
Foy,-1513,Craticula cuspidata v. ambigua,0,1
Foy,-1505,Craticula cuspidata v. ambigua,0,1
Foy,-1499,Craticula cuspidata v. ambigua,0,1
Foy,-1494,Craticula cuspidata v. ambigua,0,1
Foy,-1489,Craticula cuspidata v. ambigua,0,1
Foy,-1484,Craticula cuspidata v. ambigua,0,1
Foy,-1458,Craticula cuspidata v. ambigua,0,1
Foy,-1454,Craticula cuspidata v. ambigua,0,1
Foy,-1448,Craticula cuspidata v. ambigua,0,1
Foy,-1440,Craticula cuspidata v. ambigua,0,1
Foy,-1432,Craticula cuspidata v. ambigua,0,1
Foy,-1421,Craticula cuspidata v. ambigua,0,1
Foy,-1406,Craticula cuspidata v. ambigua,0,1
Foy,-1399,Craticula cuspidata v. ambigua,0,1
Foy,-1393,Craticula cuspidata v. ambigua,0,1
Foy,-1388,Craticula cuspidata v. ambigua,0,1
Foy,-1383,Craticula cuspidata v. ambigua,0,1
Foy,-1374,Craticula cuspidata v. ambigua,0,1
Foy,-1365,Craticula cuspidata v. ambigua,0,1
Foy,-1356,Craticula cuspidata v. ambigua,0,1
Foy,-1347,Craticula cuspidata v. ambigua,0,1
Foy,-1338,Craticula cuspidata v. ambigua,0,1
Foy,-1331,Craticula cuspidata v. ambigua,0,1
Foy,-1314,Craticula cuspidata v. ambigua,0,1
Foy,-1308,Craticula cuspidata v. ambigua,0,1
Foy,-1302,Craticula cuspidata v. ambigua,0,1
Foy,-1295,Craticula cuspidata v. ambigua,0,1
Foy,-1289,Craticula cuspidata v. ambigua,0,1
Foy,-1284,Craticula cuspidata v. ambigua,0,1
Foy,-1279,Craticula cuspidata v. ambigua,0,1
Foy,-1274,Craticula cuspidata v. ambigua,0,1
Foy,-1269,Craticula cuspidata v. ambigua,0,1
Foy,-1265,Craticula cuspidata v. ambigua,0,1
Foy,-1261,Craticula cuspidata v. ambigua,0,1
Foy,-1256,Craticula cuspidata v. ambigua,0,1
Foy,-1251,Craticula cuspidata v. ambigua,0,1
Foy,-1246,Craticula cuspidata v. ambigua,0,1
Foy,-1240,Craticula cuspidata v. ambigua,0,1
Foy,-1233,Craticula cuspidata v. ambigua,0,1
Foy,-1227,Craticula cuspidata v. ambigua,0,1
Foy,-1220,Craticula cuspidata v. ambigua,0,1
Foy,-1213,Craticula cuspidata v. ambigua,0,1
Foy,-1206,Craticula cuspidata v. ambigua,0,1
Foy,-1198,Craticula cuspidata v. ambigua,0,1
Foy,-1189,Craticula cuspidata v. ambigua,0,1
Foy,-1182,Craticula cuspidata v. ambigua,0,1
Foy,-1177,Craticula cuspidata v. ambigua,0,1
Foy,-1173,Craticula cuspidata v. ambigua,0,1
Foy,-1168,Craticula cuspidata v. ambigua,0,1
Foy,-1163,Craticula cuspidata v. ambigua,0,1
Foy,-1155,Craticula cuspidata v. ambigua,0,1
Foy,-1148,Craticula cuspidata v. ambigua,0,1
Foy,-1142,Craticula cuspidata v. ambigua,0,1
Foy,-1135,Craticula cuspidata v. ambigua,0,1
Foy,-1127,Craticula cuspidata v. ambigua,0,1
Foy,-1121,Craticula cuspidata v. ambigua,0,1
Foy,-1115,Craticula cuspidata v. ambigua,0,1
Foy,-1109,Craticula cuspidata v. ambigua,0,1
Foy,-1103,Craticula cuspidata v. ambigua,0,1
Foy,-1097,Craticula cuspidata v. ambigua,0,1
Foy,-1091,Craticula cuspidata v. ambigua,0,1
Foy,-1085,Craticula cuspidata v. ambigua,0,1
Foy,-1078,Craticula cuspidata v. ambigua,0,1
Foy,-1073,Craticula cuspidata v. ambigua,0,1
Foy,-1070,Craticula cuspidata v. ambigua,0,1
Foy,-1065,Craticula cuspidata v. ambigua,0,1
Foy,-1059,Craticula cuspidata v. ambigua,0,1
Foy,-1052,Craticula cuspidata v. ambigua,0,1
Foy,-1046,Craticula cuspidata v. ambigua,0,1
Foy,-1041,Craticula cuspidata v. ambigua,0,1
Foy,-1036,Craticula cuspidata v. ambigua,0,1
Foy,-1029,Craticula cuspidata v. ambigua,0,1
Foy,-1022,Craticula cuspidata v. ambigua,0,1
Foy,-1017,Craticula cuspidata v. ambigua,0,1
Foy,-1013,Craticula cuspidata v. ambigua,0,1
Foy,-1008,Craticula cuspidata v. ambigua,0,1
Foy,-1005,Craticula cuspidata v. ambigua,0,1
Foy,-1001,Craticula cuspidata v. ambigua,0,1
Foy,-995,Craticula cuspidata v. ambigua,0,1
Foy,-988,Craticula cuspidata v. ambigua,0,1
Foy,-981,Craticula cuspidata v. ambigua,0,1
Foy,-976,Craticula cuspidata v. ambigua,0,1
Foy,-970,Craticula cuspidata v. ambigua,0,1
Foy,-964,Craticula cuspidata v. ambigua,0,1
Foy,-956,Craticula cuspidata v. ambigua,0,1
Foy,-947,Craticula cuspidata v. ambigua,0,1
Foy,-940,Craticula cuspidata v. ambigua,0,1
Foy,-933,Craticula cuspidata v. ambigua,0,1
Foy,-927,Craticula cuspidata v. ambigua,0,1
Foy,-921,Craticula cuspidata v. ambigua,0,1
Foy,-913,Craticula cuspidata v. ambigua,0,1
Foy,-907,Craticula cuspidata v. ambigua,0,1
Foy,-901,Craticula cuspidata v. ambigua,0,1
Foy,-893,Craticula cuspidata v. ambigua,0,1
Foy,-885,Craticula cuspidata v. ambigua,0,1
